-26,11,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-29,10,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-28,11,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-29,11,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-30,11,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-28,10,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-31,11,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-27,10,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-26,10,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-27,12,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-28,15,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-27,15,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-26,15,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-31,15,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-30,15,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-29,15,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-32,9,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-32,14,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-32,13,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-32,10,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-32,12,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-32,11,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-32,15,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-20,13,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-22,13,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-21,13,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-24,13,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-23,13,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-25,14,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-17,12,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-18,12,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-19,12,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-20,12,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-21,12,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-22,12,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-24,12,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-23,12,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-17,11,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-18,11,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-25,13,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-19,11,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-25,12,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-20,11,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-21,11,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-22,11,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-23,11,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-24,11,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-17,10,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-18,10,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-19,10,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-19,13,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-18,13,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-20,10,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-17,13,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-24,14,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-20,3,IYo27vQIO/nuDdQfRS9nd+8lIr8=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-23,14,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-19,3,IYo27vQIO/nuDdQfRS9nd+8lIr8=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-22,14,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-18,3,IYo27vQIO/nuDdQfRS9nd+8lIr8=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-17,3,IYo27vQIO/nuDdQfRS9nd+8lIr8=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-21,14,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-20,14,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-25,15,IYo27vQIO/nuDdQfRS9nd+8lIr8=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-23,8,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-19,14,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-18,14,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-22,8,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-17,14,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-24,9,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-21,8,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-23,9,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-24,15,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-20,8,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-22,9,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-23,15,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-22,15,IYo27vQIO/nuDdQfRS9nd+8lIr8=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-19,8,doygDOdX9Lksu6JByKVf+MuK5t4=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-21,9,doygDOdX9Lksu6JByKVf+MuK5t4=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-21,15,doygDOdX9Lksu6JByKVf+MuK5t4=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-25,9,doygDOdX9Lksu6JByKVf+MuK5t4=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-18,8,doygDOdX9Lksu6JByKVf+MuK5t4=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-20,9,doygDOdX9Lksu6JByKVf+MuK5t4=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-20,15,doygDOdX9Lksu6JByKVf+MuK5t4=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-17,8,doygDOdX9Lksu6JByKVf+MuK5t4=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-23,4,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-19,9,doygDOdX9Lksu6JByKVf+MuK5t4=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-22,4,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-25,10,doygDOdX9Lksu6JByKVf+MuK5t4=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-21,4,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-18,9,doygDOdX9Lksu6JByKVf+MuK5t4=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-20,4,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-17,9,doygDOdX9Lksu6JByKVf+MuK5t4=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-19,4,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-24,10,doygDOdX9Lksu6JByKVf+MuK5t4=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-19,15,doygDOdX9Lksu6JByKVf+MuK5t4=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-18,15,doygDOdX9Lksu6JByKVf+MuK5t4=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-18,4,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-17,15,doygDOdX9Lksu6JByKVf+MuK5t4=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-28,3,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-17,4,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-26,2,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-23,10,doygDOdX9Lksu6JByKVf+MuK5t4=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-23,5,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-22,5,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-28,0,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-27,3,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-21,5,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-22,10,doygDOdX9Lksu6JByKVf+MuK5t4=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-26,3,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-25,3,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-20,5,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-25,11,doygDOdX9Lksu6JByKVf+MuK5t4=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-27,0,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-19,5,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-21,10,doygDOdX9Lksu6JByKVf+MuK5t4=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-18,5,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-32,0,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-29,0,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-17,5,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-30,1,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-24,3,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-23,6,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-25,1,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-22,6,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-24,8,doygDOdX9Lksu6JByKVf+MuK5t4=,IUnL+MfUp6THhcVKAWKfU8uq2ac=
-27,2,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-32,4,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-28,2,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-29,3,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-23,0,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-22,0,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-21,0,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-31,4,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-20,0,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-25,7,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-21,3,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-32,8,doygDOdX9Lksu6JByKVf+MuK5t4=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-19,0,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-31,8,doygDOdX9Lksu6JByKVf+MuK5t4=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-30,8,doygDOdX9Lksu6JByKVf+MuK5t4=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-29,2,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-29,8,doygDOdX9Lksu6JByKVf+MuK5t4=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-21,6,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-28,8,doygDOdX9Lksu6JByKVf+MuK5t4=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-18,0,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-27,8,doygDOdX9Lksu6JByKVf+MuK5t4=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-30,2,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-20,6,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-24,2,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-30,4,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-19,6,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-31,2,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-29,4,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-18,6,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-25,2,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-32,2,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-26,0,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-17,6,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-26,7,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-26,8,doygDOdX9Lksu6JByKVf+MuK5t4=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-17,0,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-22,3,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-24,4,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-23,1,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-23,3,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-22,1,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-28,4,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-27,7,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-27,4,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-21,1,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-26,4,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-25,4,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-28,7,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-20,1,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-32,5,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-17,2,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-29,7,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-29,1,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-23,7,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-30,7,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-28,1,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-22,7,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-18,2,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-31,5,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-27,1,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-21,7,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-30,0,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-25,8,doygDOdX9Lksu6JByKVf+MuK5t4=,s0ITscGQbO/GmYBgZX/4lpFPWnQ=
-20,7,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-30,5,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-19,2,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-32,3,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-19,1,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-30,3,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-25,0,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-19,7,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-24,7,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-29,5,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-18,1,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-24,5,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-24,1,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-28,5,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-31,7,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
-17,1,doygDOdX9Lksu6JByKVf+MuK5t4=,SDzC9jO8cYXuKucqulXD0bNqNu4=
-26,1,doygDOdX9Lksu6JByKVf+MuK5t4=,0Hp3k8acfU+NoNJCPcxeL0ywaPc=
